GPS time,SatPRN (ID),Sat.X,Sat.Y,Sat.Z,Pseudo-Range,CN0,GPS_Unique_Time,Pos_X,Pos_Y,Pos_Z,Lat,Lon,Alt
2024-06-30 04:57:34.436403+00:00,G05,3413871.4401849154,23604185.74290433,11416816.710456578,22006329.507283717,46.9,2024-06-30 05:01:26.436403+00:00,4321453.546666809,3081149.6319084074,3530678.4448923157,33.81096451073518,35.48845838005519,2937.1776987714693
2024-06-30 04:57:34.436403+00:00,G11,-10858015.58964756,12817672.846238663,20583485.31158586,24819385.85598817,46.6,2024-06-30 05:01:44.436403+00:00,4321837.569811531,3081745.105912728,3533207.66313377,33.82659549594365,35.491285510520385,4891.848460972309
2024-06-30 04:57:34.436403+00:00,G12,9930937.468890011,24633457.219996795,894908.2610765247,22427667.427995343,46.8,2024-06-30 05:02:39.436403+00:00,4310706.43483256,3080039.716928955,3528309.697189027,33.840368134415364,35.54615847631969,-6183.95088588912
2024-06-30 04:57:34.436403+00:00,G18,25586783.148608927,6012943.732109999,4539987.035773332,21492821.016686,46.3,2024-06-30 05:02:40.436403+00:00,4314748.22382465,3081756.319109261,3529381.702499831,33.82686981498776,35.535860279266736,-2026.34613883961
2024-06-30 04:57:34.436403+00:00,G20,-3321701.729140877,18592284.03845232,18794991.731226318,23066168.352561764,46.7,2024-06-30 05:02:41.436403+00:00,4314738.882194517,3081680.08389024,3529351.7037842497,33.826905682321126,35.535248585255424,-2086.1691056462005
2024-06-30 04:57:34.436403+00:00,G23,17689413.53187381,9209832.322249848,-17619261.509690065,25761038.153275345,46.0,2024-06-30 05:02:49.436403+00:00,4315182.098604574,3081499.9358339426,3529410.5673085204,33.82606155225208,35.53088106986057,-1840.748384097591
2024-06-30 04:57:34.436403+00:00,G25,16429333.191039814,18592604.56694344,9493465.826086216,20563904.943260223,46.7,2024-06-30 05:02:50.436403+00:00,4314965.976089282,3081531.0944625074,3529363.5649842457,33.82650147717956,35.53251225113302,-1997.9787176977843
2024-06-30 04:57:34.436403+00:00,G26,10582546.963175496,-12575990.310543556,20653521.439447645,24032445.6667166,46.3,2024-06-30 05:02:51.436403+00:00,4315064.615055628,3081564.3028414045,3529404.1256912765,33.826305473654564,35.53218483200899,-1892.68333058618
2024-06-30 04:57:34.436403+00:00,G28,23968629.22749712,-5513425.036403636,10018017.161920983,22406401.75061937,46.7,2024-06-30 05:02:52.436403+00:00,4315428.836735402,3081409.373236655,3529444.8442091206,33.825574510303845,35.52853538374532,-1698.576949480921
2024-06-30 04:57:34.436403+00:00,G29,12624207.524020612,8177370.75236906,21844252.99167407,20745632.304117907,47.0,2024-06-30 05:02:53.436403+00:00,4315545.525816583,3081377.7360745026,3529455.906083009,33.82527294799813,35.52752451117032,-1628.800618359819
2024-06-30 04:57:34.436403+00:00,G31,16129587.173014697,-10955336.225481376,17991411.26735272,23358357.13747926,46.8,2024-06-30 05:02:54.436403+00:00,4315489.317993739,3081380.86466216,3529456.1106707463,33.82549498586951,35.52790493816319,-1665.1776073798537
2024-06-30 04:57:35.436403+00:00,G05,3412996.294443004,23602972.79287576,11419550.208947962,22006223.38010362,46.4,2024-06-30 05:02:55.436403+00:00,4217539.887417211,2988596.930520335,3474811.4444642225,34.0927188925914,35.32182191434884,-143000.92646738887
2024-06-30 04:57:35.436403+00:00,G11,-10860584.347250769,12817213.035623029,20582409.564779755,24820043.59825217,46.2,2024-06-30 05:02:56.436403+00:00,4218069.914276848,2989114.8830796056,3474996.2105502924,34.09034656061883,35.32310930769572,-142291.22473526746
2024-06-30 04:57:35.436403+00:00,G12,9930732.49959912,24633691.211788114,891735.203796611,22428223.841411967,46.3,2024-06-30 05:02:57.436403+00:00,4217229.930484868,2988197.680019206,3474536.315554752,34.093118314521085,35.3201973736159,-143555.73845722433
2024-06-30 04:57:35.436403+00:00,G18,25586191.357087445,6013094.50971625,4543110.020714449,21492409.700636998,46.1,2024-06-30 05:02:58.436403+00:00,4217632.970391489,2988715.407507084,3474955.1060900907,34.09306936964638,35.32229686267208,-142800.7773323506
2024-06-30 04:57:35.436403+00:00,G20,-3323168.424150852,18590416.21086563,18796570.41413378,23066451.056859203,46.5,2024-06-30 05:02:59.436403+00:00,4217311.532268556,2988269.3699145936,3474698.3172939904,34.09379717939324,35.32032281889035,-143375.46796729788
2024-06-30 04:57:35.436403+00:00,G23,17690286.366629813,9211887.54617393,-17617333.284276444,25760406.193094596,45.9,2024-06-30 05:03:00.436403+00:00,4217670.663932418,2988619.5757452464,3474905.1526003336,34.09281529515596,35.32118863420833,-142849.19310925622
2024-06-30 04:57:35.436403+00:00,G25,16429626.958366968,18593846.225035228,9490651.153825752,20564209.23265903,45.5,2024-06-30 05:03:01.436403+00:00,4218371.818362406,2989003.2522755507,3475177.273702299,34.090789698651626,35.320165418360205,-142039.1899312958
2024-06-30 04:57:35.436403+00:00,G26,10583942.688557155,-12573705.187296296,20654229.322936986,24031828.691569496,45.9,2024-06-30 05:03:02.436403+00:00,4218297.4846987035,2989280.194658627,3475334.3524029907,34.09147511644301,35.32314588160865,-141868.77112983912
2024-06-30 04:57:35.436403+00:00,G28,23969884.5119661,-5513095.812877337,10015197.380505843,22406568.43019136,46.1,2024-06-30 05:03:03.436403+00:00,4218033.066276857,2988605.9172199997,3474895.103928975,34.09125081784637,35.31874283972182,-142616.48692098632
2024-06-30 04:57:35.436403+00:00,G29,12622437.139759418,8179516.982125804,21844459.984786168,20745637.701143064,46.4,2024-06-30 05:03:04.436403+00:00,4218207.827610229,2988811.8215378113,3475210.0427847435,34.09230360043331,35.319485100364766,-142223.28670693096
2024-06-30 04:57:35.436403+00:00,G31,16131869.718698924,-10954915.29660998,17989680.68223934,23358193.451233115,46.3,2024-06-30 05:03:05.436403+00:00,4218202.9102621665,2988852.1649220367,3475186.812246826,34.092026375069054,35.31988143131494,-142220.31521748193
2024-06-30 04:57:36.436403+00:00,G05,3412120.9163239654,23601759.58706075,11422283.46123908,22006109.75914565,48.8,2024-06-30 05:03:06.436403+00:00,4218161.471791356,2988835.0691830195,3475119.2694510696,34.09173642132942,35.319992351983636,-142294.35991556197
2024-06-30 04:57:36.436403+00:00,G11,-10863152.998872174,12816753.39541398,20581333.380499765,24820699.841978718,48.4,2024-06-30 05:03:07.436403+00:00,4217671.986995029,2988325.5880778497,3474853.295557892,34.093292316886355,35.31852131338621,-143018.1207676977
2024-06-30 04:57:36.436403+00:00,G12,9930527.40628462,24633924.84125736,888562.127517903,22428774.859439395,48.8,2024-06-30 05:03:08.436403+00:00,4217652.199875923,2988447.570533775,3475074.719007911,34.09470230395554,35.319751352270536,-142848.9711019667
2024-06-30 04:57:36.436403+00:00,G18,25585599.186131787,6013245.279322076,4546232.910215957,21491997.18488552,48.1,2024-06-30 05:03:09.436403+00:00,4218000.225911436,2988525.7298863106,3475080.401818963,34.09304411585897,35.31822808420159,-142573.20436273236
